time,bat,alt,lat,lon,vx,vy,vz,wnd_dir,wnd_spd,gps,heading,roll,pitch,gps_glitch_x,gps_glitch_y
1563180945.964417,#,0.0,50.0045665,8.4999617,-0.05,0.03,0.0,#,#,#,#,-3.876948994729901e-06,-8.177054041880183e-06,#,#
1563180945.966418,#,#,#,#,#,#,#,#,#,10,3,#,#,#,#
1563180945.9685,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180945.9697728,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180946.0004709,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180946.185418,#,0.0,50.0045665,8.4999617,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180946.187418,#,#,#,#,#,#,#,#,#,#,3,-3.876948085235199e-06,-8.177053132385481e-06,#,#
1563180946.1894789,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180946.191483,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180946.4304209,#,0.0,50.0045665,8.4999617,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180946.432421,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180946.434418,#,#,#,#,#,#,#,#,#,#,3,-3.876944902003743e-06,-8.177054951374885e-06,#,#
1563180946.43642,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180946.4384189,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180946.440418,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180946.602419,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180946.677418,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180946.679458,#,0.0,50.0045665,8.4999617,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180946.681421,#,#,#,#,#,#,#,#,#,#,3,-3.8769417187722865e-06,-8.177051313396078e-06,#,#
1563180946.683419,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180946.685422,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180946.687422,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180946.922704,#,0.0,50.0045665,8.4999617,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180946.9247038,#,#,#,#,#,#,#,#,#,#,#,-3.876943083014339e-06,-8.177051313396078e-06,#,#
1563180946.926707,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180946.928705,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180946.930703,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180947.000702,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180947.170264,#,0.0,50.0045665,8.4999617,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180947.1722639,#,#,#,#,#,#,#,#,#,#,3,-3.876943992509041e-06,-8.177051313396078e-06,#,#
1563180947.1742609,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180947.176261,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180947.437265,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180947.4392638,#,0.0,50.0045665,8.4999617,-0.04,0.03,0.0,#,#,#,#,-3.8769417187722865e-06,-8.17704767541727e-06,#,#
1563180947.4412658,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180947.4432628,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180947.445261,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180947.602264,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180947.670265,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180947.672298,#,0.0,50.0045665,8.4999617,-0.04,0.03,0.0,#,#,#,#,-3.876940809277585e-06,-8.177045856427867e-06,#,#
1563180947.6742969,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180947.676298,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180947.678264,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180947.930264,#,0.0,50.0045665,8.4999617,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180947.932266,#,#,#,#,#,#,#,#,#,#,3,-3.8769380807934795e-06,-8.177043127943762e-06,#,#
1563180947.93431,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180947.936395,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180948.0002658,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180948.1615748,#,0.0,50.0045665,8.4999617,-0.04,0.03,0.0,#,#,#,#,-3.8769376260461286e-06,-8.177038580470253e-06,#,#
1563180948.163579,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180948.165539,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180948.1680138,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180948.4295108,#,0.0,50.0045665,8.4999617,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180948.431511,#,#,#,#,#,#,#,#,#,#,#,-3.876937171298778e-06,-8.177038580470253e-06,#,#
1563180948.433512,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180948.435544,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180948.4375699,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180948.618516,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180948.693512,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180948.695519,#,0.0,50.0045665,8.4999617,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180948.697517,#,#,#,#,#,#,#,#,#,#,#,-3.876937171298778e-06,-8.177034942491446e-06,#,#
1563180948.699518,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180948.70152,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180948.703512,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180948.7055109,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180948.967515,#,0.0,50.0045665,8.4999617,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180948.969518,#,#,#,#,#,#,#,#,#,#,#,-3.876937171298778e-06,-8.17703676148085e-06,#,#
1563180948.97451,#,#,#,#,#,#,#,#,#,10,3,#,#,#,#
1563180948.976518,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180949.0015159,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180949.235028,#,0.0,50.0045665,8.4999617,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180949.2370129,#,#,#,#,#,#,#,#,#,#,3,-3.876935807056725e-06,-8.177033123502042e-06,#,#
1563180949.239022,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180949.24101,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180949.243013,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180949.503651,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180949.505652,#,0.0,50.0045665,8.4999617,-0.04,0.03,0.0,#,#,#,#,-3.876934897562023e-06,-8.17703221400734e-06,#,#
1563180949.5076458,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180949.509646,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180949.511677,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180949.513677,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180949.691172,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180949.7726889,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180949.7746859,#,0.0,50.0045665,8.4999617,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180949.7766879,#,#,#,#,#,#,#,#,#,#,3,-3.876934442814672e-06,-8.17703676148085e-06,#,#
1563180949.778684,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180949.7806869,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180949.782685,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180950.00169,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180950.037688,#,0.0,50.0045665,8.4999616,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180950.039691,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180950.0416899,#,#,#,#,#,#,#,#,#,#,3,-3.876934442814672e-06,-8.17703676148085e-06,#,#
1563180950.043689,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180950.045687,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180950.04769,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180950.2977269,#,0.0,50.0045666,8.4999616,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180950.2997239,#,#,#,#,#,#,#,#,#,#,3,-3.876934897562023e-06,-8.177038580470253e-06,#,#
1563180950.3016858,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180950.303732,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180950.305739,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180950.56269,#,0.0,50.0045665,8.4999616,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180950.5646908,#,#,#,#,#,#,#,#,#,#,#,-3.8769339880673215e-06,-8.177038580470253e-06,#,#
1563180950.56669,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180950.568727,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180950.570725,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180950.7437198,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180950.815691,#,0.0,50.0045666,8.4999616,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180950.8176908,#,#,#,#,#,#,#,#,#,#,#,-3.876936716551427e-06,-8.177038580470253e-06,#,#
1563180950.8196979,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180950.821691,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180950.823689,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180950.825691,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180951.0007799,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180951.07828,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180951.0802848,#,0.0,50.0045666,8.4999616,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180951.082285,#,#,#,#,#,#,#,#,#,#,3,-3.876934897562023e-06,-8.177034942491446e-06,#,#
1563180951.084282,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180951.0862849,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180951.08828,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180951.331282,#,0.0,50.0045666,8.4999616,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180951.3333158,#,#,#,#,#,#,#,#,#,#,3,-3.876934897562023e-06,-8.177038580470253e-06,#,#
1563180951.33528,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180951.337316,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180951.3392808,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180951.59828,#,0.0,50.0045666,8.4999615,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180951.6003098,#,#,#,#,#,#,#,#,#,#,#,-3.876935807056725e-06,-8.177034942491446e-06,#,#
1563180951.602282,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180951.60428,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180951.606313,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180951.6083229,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180951.7778158,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180951.8158128,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180951.8498108,#,0.0,50.0045666,8.4999615,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180951.851819,#,#,#,#,#,#,#,#,#,#,#,-3.876935807056725e-06,-8.177038580470253e-06,#,#
1563180951.8538148,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180951.855819,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180951.857818,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180951.8598158,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180952.0015838,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180952.128583,#,0.0,50.0045666,8.4999615,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180952.13058,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180952.132586,#,#,#,#,#,#,#,#,#,#,3,-3.8769339880673215e-06,-8.177041308954358e-06,#,#
1563180952.13458,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180952.136582,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180952.1385849,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180952.140584,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180952.3866909,#,0.0,50.0045666,8.4999615,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180952.3886619,#,#,#,#,#,#,#,#,#,#,#,-3.876934442814672e-06,-8.177038580470253e-06,#,#
1563180952.390702,#,#,#,#,#,#,#,#,#,10,3,#,#,#,#
1563180952.3927,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180952.394711,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180952.646224,#,0.0,50.0045666,8.4999615,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180952.648222,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180952.650224,#,#,#,#,#,#,#,#,#,#,#,-3.876933533319971e-06,-8.177041308954358e-06,#,#
1563180952.652221,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180952.6542208,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180952.656224,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180952.6582499,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180952.865254,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180952.945255,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180952.947254,#,0.0,50.0045666,8.4999614,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180952.949256,#,#,#,#,#,#,#,#,#,#,#,-3.876933533319971e-06,-8.177043127943762e-06,#,#
1563180952.951256,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180952.9532518,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180952.955252,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180952.9572558,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180952.959255,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180953.001252,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180953.2177799,#,0.0,50.0045666,8.4999614,-0.04,0.03,0.0,#,#,#,#,#,#,#,#
1563180953.219786,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180953.2217839,#,#,#,#,#,#,#,#,#,#,#,-3.8769298953411635e-06,-8.177041308954358e-06,#,#
1563180953.2237809,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180953.225781,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180953.227784,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180953.229785,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180953.231782,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180953.462806,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180953.4648058,#,0.0,50.0045666,8.4999614,-0.03,0.02,0.0,#,#,#,#,#,#,#,#
1563180953.466812,#,#,#,#,#,#,#,#,#,#,3,-3.876931259583216e-06,-8.177041308954358e-06,#,#
1563180953.4688148,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180953.470813,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180953.4728549,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180953.728808,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180953.732807,#,0.0,50.0045666,8.4999614,-0.03,0.02,0.0,#,#,#,#,#,#,#,#
1563180953.736197,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180953.7378109,#,#,#,#,#,#,#,#,#,#,#,-3.876930804835865e-06,-8.177038580470253e-06,#,#
1563180953.739811,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180953.741817,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180953.743816,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180953.7458189,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180953.747813,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180953.749815,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180953.751821,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180953.7538168,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180953.75582,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180953.9758139,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180954.001809,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180954.0518079,#,0.0,50.0045666,8.4999614,-0.03,0.02,0.0,#,#,#,#,#,#,#,#
1563180954.053807,#,#,#,#,#,#,#,#,#,#,#,-3.876929440593813e-06,-8.17703676148085e-06,#,#
1563180954.055806,#,#,#,#,#,#,#,#,#,10,3,#,#,#,#
1563180954.057806,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180954.0598059,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180954.30481,#,0.0,50.0045666,8.4999614,-0.03,0.02,0.0,#,#,#,#,#,#,#,#
1563180954.3068109,#,#,#,#,#,#,#,#,#,#,#,-3.876931259583216e-06,-8.177038580470253e-06,#,#
1563180954.308812,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180954.3108099,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180954.3128378,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180954.5338109,#,0.0,50.0045666,8.4999614,-0.03,0.02,0.0,#,#,#,#,#,#,#,#
1563180954.535815,#,#,#,#,#,#,#,#,#,#,3,-3.876931714330567e-06,-8.17703676148085e-06,#,#
1563180954.53786,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180954.539808,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180954.541839,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180954.5438368,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180954.545806,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180954.78681,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180954.788838,#,0.0,50.0045666,8.4999614,-0.03,0.02,0.0,#,#,#,#,#,#,#,#
1563180954.7908058,#,#,#,#,#,#,#,#,#,#,#,-3.876931714330567e-06,-8.177038580470253e-06,#,#
1563180954.792842,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180954.7948449,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180954.796838,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180954.798838,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180954.942811,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180955.00081,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180955.014808,#,0.0,50.0045666,8.4999614,-0.03,0.02,0.0,#,#,#,#,#,#,#,#
1563180955.016809,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180955.0188088,#,#,#,#,#,#,#,#,#,#,3,-3.876932623825269e-06,-8.177034032996744e-06,#,#
1563180955.0208108,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180955.022814,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180955.024808,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180955.262814,#,0.0,50.0045666,8.4999614,-0.03,0.02,0.0,#,#,#,#,#,#,#,#
1563180955.264814,#,#,#,#,#,#,#,#,#,#,#,-3.876928985846462e-06,-8.177031304512639e-06,#,#
1563180955.2668118,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180955.268812,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180955.270855,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180955.272856,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180955.2748399,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180955.483806,#,0.0,50.0045666,8.4999614,-0.03,0.02,0.0,#,#,#,#,#,#,#,#
1563180955.485812,#,#,#,#,#,#,#,#,#,#,#,-3.876928531099111e-06,-8.177031304512639e-06,#,#
1563180955.487845,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180955.489848,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180955.491806,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180955.712811,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180955.714815,#,0.0,50.0045666,8.4999614,-0.03,0.02,0.0,#,#,#,#,#,#,#,#
1563180955.716812,#,#,#,#,#,#,#,#,#,#,3,-3.876929440593813e-06,-8.177034942491446e-06,#,#
1563180955.718812,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180955.7208118,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180955.722811,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180955.8828099,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180955.9488099,#,0.0,50.0045666,8.4999614,-0.03,0.02,0.0,#,#,#,#,#,#,#,#
1563180955.95081,#,#,#,#,#,#,#,#,#,#,3,-3.8769298953411635e-06,-8.177038580470253e-06,#,#
1563180955.952811,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180955.95481,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180955.956811,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180956.000808,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180956.2028098,#,0.0,50.0045666,8.4999613,-0.03,0.02,0.0,#,#,#,#,-3.876928531099111e-06,-8.177038580470253e-06,#,#
1563180956.204809,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180956.206809,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180956.208809,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180956.418334,#,0.0,50.0045666,8.4999613,-0.03,0.02,0.0,#,#,#,#,#,#,#,#
1563180956.4203339,#,#,#,#,#,#,#,#,#,#,3,-3.876928985846462e-06,-8.177034942491446e-06,#,#
1563180956.422335,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180956.4243338,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180956.576937,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180956.577934,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180956.578938,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180956.579936,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180956.580934,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180956.650939,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180956.7949378,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180956.864039,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180956.8660939,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180957.001425,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180957.033987,#,0.0,50.0045666,8.4999613,-0.03,0.02,0.0,#,#,#,#,#,#,#,#
1563180957.035986,#,#,#,#,#,#,#,#,#,#,#,-3.876931714330567e-06,-8.177031304512639e-06,#,#
1563180957.037988,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180957.040006,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180957.095986,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180957.098065,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180957.3123648,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180957.485365,#,0.0,50.0045666,8.4999613,-0.03,0.02,0.0,#,#,#,#,#,#,#,#
1563180957.4873998,#,#,#,#,#,#,#,#,#,#,#,-3.876928985846462e-06,-8.177034032996744e-06,#,#
1563180957.489363,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180957.4913628,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180957.553366,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180957.555425,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180957.703362,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180957.7903628,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180957.956898,#,0.0,50.0045666,8.4999613,-0.03,0.02,0.0,#,#,#,#,#,#,#,#
1563180957.95888,#,#,#,#,#,#,#,#,#,#,#,-3.876928985846462e-06,-8.177039489964955e-06,#,#
1563180957.960881,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180957.962879,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180958.0003169,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180958.0218818,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180958.023882,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180958.2665548,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180958.2685878,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180958.42007,#,0.0,50.0045667,8.4999613,-0.03,0.02,0.0,#,#,#,#,#,#,#,#
1563180958.42207,#,#,#,#,#,#,#,#,#,#,#,-3.876931714330567e-06,-8.177044946933165e-06,#,#
1563180958.4240708,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180958.42607,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180958.484072,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180958.48611,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180958.645074,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180958.740115,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180958.7421088,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180958.89907,#,0.0,50.0045667,8.4999613,-0.03,0.02,0.0,#,#,#,#,#,#,#,#
1563180958.9010699,#,#,#,#,#,#,#,#,#,#,#,-3.8769339880673215e-06,-8.177053132385481e-06,#,#
1563180958.90307,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180958.905508,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180958.964071,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180958.966071,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180959.000099,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1563180959.215294,#,#,#,#,#,#,#,#,#,#,3,#,#,#,#
1563180959.379293,#,0.0,50.0045667,8.4999613,-0.03,0.02,0.0,#,#,#,#,#,#,#,#
1563180959.3812919,#,#,#,#,#,#,#,#,#,#,#,-3.8769380807934795e-06,-8.177061317837797e-06,#,#
1563180959.383296,#,#,#,#,#,#,#,#,#,10,#,#,#,#,#
1563180959.385295,100,#,#,#,#,#,#,#,#,#,#,#,#,#,#
